singer,song name,date,text,poet 
"עופר לוי
",מאוהב בגשם,20/07/11,"ושוב איתכם נצא לראות באור 
ושוב איתכם נרקוד את כל הלילה 
כי אליכם רצינו לחזור. 
ושוב איתכם עם ערב נתעורר 
ושוב איתכם נשמח כולנו יחד 
ולשירכם נשיר פזמון חוזר. 

ושוב איתכם ושוב איתכם 
ושלום עליכם ועלינו על כולנו 
ושוב איתכם ושוב איתכם 
אנחנו שלכם וכל השירים שלנו. 

ושוב איתכם בבית המואר 
ושוב איתכם כי דרך אין אחרת 
ואליכם שירנו זה יושר. 
ושוב איתכם ננשום את הכחול 
ושוב איתכם בדרך המוכרת 
הנה יומכם זורח וגדול. 
ושוב איתכם ושוב איתכם 
ושלום עליכם ועלינו על כולנו 

ושוב איתכם ושוב איתכם 
אנחנו שלכם וכל השירים שלנו. 
ושוב איתכם עם ערב נתעורר 
ושוב איתכם נשמח כולנו יחד 
ולשירכם נשיר פזמון חוזר. 

ושוב איתכם ושוב איתכם 
ושלום עליכם ועלינו על כולנו 
ושוב איתכם ושוב איתכם 
אנחנו שלכם וכל השירים שלנו",דודו ברק
"עופר לוי
",מאוהב בגשם,30/06/11,"את חיי אתן לך
לעולם ועד
מסתכל עלייך וכולי רועד
חברה לנפש ככה זה איתך
מלאה ברגש זה האור שבך
רק אותך רציתי לקרב אלי
לעולם תהיי לי אהבת חיי
ואשמור עלייך כמו על שתי עיני

רק איתך
כל הזמן אני רוצה רק אותך
כי לחיות אני רוצה רק איתך
את חיי נתתי רק לך
וליבי שלך
כל הזמן אני רוצה רק אותך
כי לחיות אני רוצה רק איתך
את חיי נתתי רק לך
וליבי שלך

איך שאת יודעת לעשות לי טוב
קחי אותי אלייך ככה בלי לחשוב
רק איתך נצחתי ואיתך אצעד
כי אנחנו שניים ולב אחד
בתוכי הרגשתי אהבה טובה
ואותך רציתי לעולם קרובה
את ליבי נותן לך נשמה גדולה

רק איתך...",דוד זיגמן
"עופר לוי
",לשיר ביחד,28/07/11,"בצמאוני לדבר אמת 
את כל כולי רוצה לתת 
בחדרי ליבי ומה שבי תמיד נסער 
את חובות ליבי ומה שבי תמיד נסתר 
בחיפוש מתמיד משאלות 
בכיוון האור במשאלות 
בכי חרישי בסיפור אישי על אמונה 
מחפש אצלי דרכי שלי כנפי שכינה 
וככל שזו הדרך את נפשי איני יודע 
הייה לי למענה וככל שאתהלך בה נחמה אני שומע 
שמע וענה 

אלוהי כל יום כל רגע נשמתי מתחננת 
קבל את תפילתי 
וקשתה מאוד הדרך ארוכה ומפותלת 
הייה לי למענה 
כך אותי מתוך החושך אל האור ואל החופש 
שמע וענה 
קח אותי מתוך החושך אל האור ואל החופש 
שמע וענה 

אני מול בורא עולם 
מה ספורים ימיו של אדם 
ואני כולי במסע ליילי אל העבר 
ורבים כמותי מבקשים איתי את התשובה 
מתוך חשיכה והטוב 
לא יכול לרגע לעזוב 
כל סיפור חיי 
כל תפילותי לאלוהי 
ועמוק בלב עוד הכל כואב אתם עדי 
וככל שזו הדרך את נפשי איני יודע הייה לי למענה 
וככל שאתהלך נחמה אני שומע שמע נא וענה 

אלוהי בתוך הנפש תפילתי עוד מתכוונת 
שמור על ביתי 
אלוהי כל יום כל רגע נשמתי עוד מתחננת 
קבל את תפילתי 
וקשתה מאוד הדרך ארוכה ומפותלת 
הייה לי למענה 
כך אותי מתוך החושך אל הרוח והחופש 
שמע נא וענה",חמוטל בן זאב
"עופר לוי
",לעולם לא נפרד,09/07/11,"בצמאוני לדבר אמת 
את כל כולי רוצה לתת 
בחדרי ליבי ומה שבי תמיד נסער 
את חובות ליבי ומה שבי תמיד נסתר 
בחיפוש מתמיד משאלות 
בכיוון האור במשאלות 
בכי חרישי בסיפור אישי על אמונה 
מחפש אצלי דרכי שלי כנפי שכינה 
וככל שזו הדרך את נפשי איני יודע 
הייה לי למענה וככל שאתהלך בה נחמה אני שומע 
שמע וענה 

אלוהי כל יום כל רגע נשמתי מתחננת 
קבל את תפילתי 
וקשתה מאוד הדרך ארוכה ומפותלת 
הייה לי למענה 
כך אותי מתוך החושך אל האור ואל החופש 
שמע וענה 
קח אותי מתוך החושך אל האור ואל החופש 
שמע וענה 

אני מול בורא עולם 
מה ספורים ימיו של אדם 
ואני כולי במסע ליילי אל העבר 
ורבים כמותי מבקשים איתי את התשובה 
מתוך חשיכה והטוב 
לא יכול לרגע לעזוב 
כל סיפור חיי 
כל תפילותי לאלוהי 
ועמוק בלב עוד הכל כואב אתם עדי 
וככל שזו הדרך את נפשי איני יודע הייה לי למענה 
וככל שאתהלך נחמה אני שומע שמע נא וענה 

אלוהי בתוך הנפש תפילתי עוד מתכוונת 
שמור על ביתי 
אלוהי כל יום כל רגע נשמתי עוד מתחננת 
קבל את תפילתי 
וקשתה מאוד הדרך ארוכה ומפותלת 
הייה לי למענה 
כך אותי מתוך החושך אל הרוח והחופש 
שמע נא וענה",חמוטל בן זאב
"עופר לוי
",לעולם לא ניפרד,20/07/11,"בצמאוני לדבר אמת 
את כל כולי רוצה לתת 
בחדרי ליבי ומה שבי תמיד נסער 
את חובות ליבי ומה שבי תמיד נסתר 
בחיפוש מתמיד משאלות 
בכיוון האור במשאלות 
בכי חרישי בסיפור אישי על אמונה 
מחפש אצלי דרכי שלי כנפי שכינה 
וככל שזו הדרך את נפשי איני יודע 
הייה לי למענה וככל שאתהלך בה נחמה אני שומע 
שמע וענה 

אלוהי כל יום כל רגע נשמתי מתחננת 
קבל את תפילתי 
וקשתה מאוד הדרך ארוכה ומפותלת 
הייה לי למענה 
כך אותי מתוך החושך אל האור ואל החופש 
שמע וענה 
קח אותי מתוך החושך אל האור ואל החופש 
שמע וענה 

אני מול בורא עולם 
מה ספורים ימיו של אדם 
ואני כולי במסע ליילי אל העבר 
ורבים כמותי מבקשים איתי את התשובה 
מתוך חשיכה והטוב 
לא יכול לרגע לעזוב 
כל סיפור חיי 
כל תפילותי לאלוהי 
ועמוק בלב עוד הכל כואב אתם עדי 
וככל שזו הדרך את נפשי איני יודע הייה לי למענה 
וככל שאתהלך נחמה אני שומע שמע נא וענה 

אלוהי בתוך הנפש תפילתי עוד מתכוונת 
שמור על ביתי 
אלוהי כל יום כל רגע נשמתי עוד מתחננת 
קבל את תפילתי 
וקשתה מאוד הדרך ארוכה ומפותלת 
הייה לי למענה 
כך אותי מתוך החושך אל הרוח והחופש 
שמע נא וענה",חמוטל בן זאב
"עופר לוי
",לעולם לא ניפרד,29/06/11,"הלב שלי נוסע 
לאן אנ'לא יודע 
רק חכי לי ותתני לי 
את ליבך ותאמיני 
אם רק תחייכי לי 
ואותי תביני 
ת'נשמה שלי אני אתן לך 
כי הלב שלי רוצה בך 

לעולם אני פה אחכה לך 
ת'חיים שלי אני אתן לך 
ואוהב כמו שאני יודע 
לך יפה שלי מתגעגע 

איתך אני נוגע 
באור המשגע 
כמו מלאך איתי הולכת 
ועלי תמיד שומרת 
כשאת בי נוגעת 
את ליבי פותחת 
איך תמיד רק את יודעת 
עד הסוף אותי לקחת 

לעולם אני פה אחכה לך...",צ'ולי זכאי
"עופר לוי
",לנצח לאוהב,09/07/11,"היית לי בימים שהם קסם חיים 
הכל נעים הראש טס לעננים 
היית לי בלילות כוכב מאיר דרכים 
חיזקת אותי מאוד בימים כה קשים 
חשבתי שאפשר לגלות את הנסתר 
טעיתי בדרכי כך אפשר לומר 

חיפשתי אהבה מילה אחת טובה 
קשה להתמודד לך אני נשבע 
נסי להבין להאמין 
לך מצפה כל הימים 
חיפשתי אהבה מילה אחת טובה 
קשה להתמודד לך אני נשבע 
נסי להבין להאמין 
לך מצפה כל הימים 
לך מצפה כל הימים 

הדרך קשה את נפשי מתישה 
כתבי ילדה ספרי איך ההרגשה 
ואפור היום שחור הליל 
איפה הטוב את עצמי שואל 
סגור בתוך ביתי אני כבר לא אני 
טובע ביאוש רוצה אותך לחוש 

חיפשתי אהבה מילה אחת טובה... 

ביקשתי אהבה מילה אחת טובה 
קשה להתמודד בך אני נשבע 
הייתי ביאוש ותקווה 
אליך שב מאהבה 
חיפשתי אהבה מילה אחת טובה 
קשה להתמודד לך אני נשבע 
נסי להבין להאמין 
לך מצפה כל הימים 
לך מצפה כל הימים",דוד זיגמן
"עופר לוי
",לנצח לאוהב,20/07/11,"היית לי בימים שהם קסם חיים 
הכל נעים הראש טס לעננים 
היית לי בלילות כוכב מאיר דרכים 
חיזקת אותי מאוד בימים כה קשים 
חשבתי שאפשר לגלות את הנסתר 
טעיתי בדרכי כך אפשר לומר 

חיפשתי אהבה מילה אחת טובה 
קשה להתמודד לך אני נשבע 
נסי להבין להאמין 
לך מצפה כל הימים 
חיפשתי אהבה מילה אחת טובה 
קשה להתמודד לך אני נשבע 
נסי להבין להאמין 
לך מצפה כל הימים 
לך מצפה כל הימים 

הדרך קשה את נפשי מתישה 
כתבי ילדה ספרי איך ההרגשה 
ואפור היום שחור הליל 
איפה הטוב את עצמי שואל 
סגור בתוך ביתי אני כבר לא אני 
טובע ביאוש רוצה אותך לחוש 

חיפשתי אהבה מילה אחת טובה... 

ביקשתי אהבה מילה אחת טובה 
קשה להתמודד בך אני נשבע 
הייתי ביאוש ותקווה 
אליך שב מאהבה 
חיפשתי אהבה מילה אחת טובה 
קשה להתמודד לך אני נשבע 
נסי להבין להאמין 
לך מצפה כל הימים 
לך מצפה כל הימים",יוני רועה
"עופר לוי
",לנצח לאהוב,29/06/11,"נאחז בכל הכוח שאני שואב ממך 
רק בך אני בוטח ותמיד מחייך 
כי את יודעת לאהוב קחי אותי קרוב 

לפעמים את יודעת חלום מתגשם 
כמו הרוח מהים אותך אני נושם אהובה 
איך העצב איתך הופך לשמחה 
תמיד את מלאת אהבה אהובה 

זאת את שמחממת את ליבי האהב 
דואגת ושומרת מסירה כל כאב 
כי את יודעת לאהוב 
קחי אותי קרוב 

לפעמים את יודעת...",מוטי אוחיון
"עופר לוי
",למה את שותקת,09/07/11,"נאחז בכל הכוח שאני שואב ממך 
רק בך אני בוטח ותמיד מחייך 
כי את יודעת לאהוב קחי אותי קרוב 

לפעמים את יודעת חלום מתגשם 
כמו הרוח מהים אותך אני נושם אהובה 
איך העצב איתך הופך לשמחה 
תמיד את מלאת אהבה אהובה 

זאת את שמחממת את ליבי האהב 
דואגת ושומרת מסירה כל כאב 
כי את יודעת לאהוב 
קחי אותי קרוב",מוטי אוחיון
"עופר לוי
",למה את שותקת,24/03/15,"בך אני פגשתי במקרה 
ראיתי בך עולם יפה 
מיד היינו שנינו הזוג הכי אוהב 
ואת פתאום, את הולכת אין שלום 
לא רוצה עוד לאהוב 
אני מרגיש כל כך קרוב עכשיו אלייך 
חיי הם גיהנום... 

מאלוקים ביקשתי שיקח אותי אלייך 
כמו רוח ים אני נסחף לי בסערה של רגשות 
חלמתי שבלילה אני עף אלייך 
מתעורר מתוך חלום הכל היה דימיון 

כמה מילים דיברו יותר 
תמיד נסינו לגשר 
אני מרגיש שמשהו בינינו התנפץ 
כשאת איתו אל תגיעי לך בליבו 
הכל ילך רק בגללו, אני שבור כל כך 
ורק רוצה אלייך 
נמאס לי כבר לחלום... 

מאלוקים ביקשתי שיקח אותי אלייך 
כמו רוח ים אני נסחף לי בסערה של רגשות 
חלמתי שבלילה אני עף אלייך 
מתעורר מתוך חלום הכל היה דמיון", יוסי בן דוד
"עופר לוי
",למה את שותקת,09/07/11,"הייתי בנאדם כל כך תמים 
אהבתי אותה כל החיים 
והבת אלף עבדה עלי 
עבדה עלי 
לקחה ממני את כל חיי 
את כל חיי. 

אני כלוא עשרים שנה 
ונישמתי כה מתענה 
וחף מפשע בחיי 
אנא עזור לי אלוקיי 
חף מפשע בחיי 
אנא עזור לי אלוקיי. 

חרם עלי, חרם עלי 
באלוהים טהורות ידי 
אדם אחר חופשי הולך 
ובתוכי בוכה הלב 
חרם עלי, חרם עלי 
ובתוכי בוכה הלב. 

הייתי בנאדם כל כך תמים 
אהבתי אותה כל החיים 
והבת אלף עבדה עלי 
עבדה עלי 
לקחה ממני את כל חיי 
את כל חיי. 

אוי אלוהים רחם עלי 
שמע נא קולי ותחנוני 
עיני יבשו כבר מדמעות 
אני נחנק בין הקירות",לא ידוע
"עופר לוי
",למה את בורחת,20/07/11,"הייתי בנאדם כל כך תמים 
אהבתי אותה כל החיים 
והבת אלף עבדה עלי 
עבדה עלי 
לקחה ממני את כל חיי 
את כל חיי. 

אני כלוא עשרים שנה 
ונישמתי כה מתענה 
וחף מפשע בחיי 
אנא עזור לי אלוקיי 
חף מפשע בחיי 
אנא עזור לי אלוקיי. 

חרם עלי, חרם עלי 
באלוהים טהורות ידי 
אדם אחר חופשי הולך 
ובתוכי בוכה הלב 
חרם עלי, חרם עלי 
ובתוכי בוכה הלב. 

הייתי בנאדם כל כך תמים 
אהבתי אותה כל החיים 
והבת אלף עבדה עלי 
עבדה עלי 
לקחה ממני את כל חיי 
את כל חיי. 

אוי אלוהים רחם עלי 
שמע נא קולי ותחנוני 
עיני יבשו כבר מדמעות 
אני נחנק בין הקירות",לא ידוע
"עופר לוי
",למה את בורחת,28/07/11,"הייתי בנאדם כל כך תמים 
אהבתי אותה כל החיים 
והבת אלף עבדה עלי 
עבדה עלי 
לקחה ממני את כל חיי 
את כל חיי. 

אני כלוא עשרים שנה 
ונישמתי כה מתענה 
וחף מפשע בחיי 
אנא עזור לי אלוקיי 
חף מפשע בחיי 
אנא עזור לי אלוקיי. 

חרם עלי, חרם עלי 
באלוהים טהורות ידי 
אדם אחר חופשי הולך 
ובתוכי בוכה הלב 
חרם עלי, חרם עלי 
ובתוכי בוכה הלב. 

הייתי בנאדם כל כך תמים 
אהבתי אותה כל החיים 
והבת אלף עבדה עלי 
עבדה עלי 
לקחה ממני את כל חיי 
את כל חיי. 

אוי אלוהים רחם עלי 
שמע נא קולי ותחנוני 
עיני יבשו כבר מדמעות 
אני נחנק בין הקירות",לא ידוע
"עופר לוי
",לכי נא נערתי,30/06/11,"את הנרות הדליקי לכבוד השבת
שימרי על עצמך
ותגשימי בדרכך את כל משאלות ליבך
מי יתן ידך בידי
מי יתן תביני אותי
את מיוחדת כמו שאת
אצלך מצאתי לי מפלט

את האחת יחידתי
האויר שבגופי
מנודודתי נשלו רגלי
אהבתך שמרה עלי
למענך אתן נפשי
אני רוצה שתתחזקי
ובאמת לא תתביישי
שאהבה לי תרחשי

במתוק שבעיני
בדמעות שבישפתי
אותך קידשתי בידי
אהבתך שמרה עלי
לעולם אני אזכור
על שפתייך דבש טהור
תמימוך הייתה לי אור
אולקים אותך ישמור

חולם אותך
אוי כמה אני אוהב אותך
פרח שלי
את זורמת בדמי
ושוכנת בליבי
מי יתן ידך בידי
עיניים שלי קבלי סליחתי
כותב עלייך עוד ועוד
מגיע לך הרבה כבוד

את האחת יחידתי
האויר שבגופי
נשלו רגלי מנדודי
אהבתך שמרה עלי
למענך אתן נפשי
אני רוצה שתתחזקי
ובעצמך לא תתביישי
אהבה לי תרחשי

במתוק שבעיני
בדמעות שבשפתי
אותך קידשתי בידי
אהבתך שמרה עלי
לעולם אני אזכור
על שפתייך דבש טהור
תנמימוך הייתה לי אור
אלוקים אותך ישמור",דוד זיגמן
"עופר לוי
",לכי נא נערתי,28/07/11,"בסוף שבוע באופן קבוע החברה ניפגשים 
זה כלל ידוע יש מצב רוח ביום הרווקים 
שולחן פתחנו וגם התענגנו חיים משוגעים 
הראש סבבה בלי אמא בלי אבא ביום הרווקים 
הזמנתי פיליפנית לכוסית מרטיני כמה יהיה נחמד 

וכך התפרקתי לשיגרה חזרתי חלום של יום אחד 
בסוף שבוע באופן קבוע החבר'ה ניפגשים 

מסיבה עשינו כמה טוב בילנו ביום הרווקים 
לים הלכנו את הגוף פינקנו ביום הרווקים 
ממיסים שכחנו,דאגות השלכנו ביום הרווקים 
כך בסוף שבוע באופן קבוע ביום הרווקים.. 

על מה התאהבנו לאישה דאגנו דבר לא חסר 
אבל זה ידוע על סופי שבוע אני לא אוותר",דני שושן
"עופר לוי
",לילה לא לילה,09/07/11,"בסוף שבוע באופן קבוע החברה ניפגשים 
זה כלל ידוע יש מצב רוח ביום הרווקים 
שולחן פתחנו וגם התענגנו חיים משוגעים 
הראש סבבה בלי אמא בלי אבא ביום הרווקים 
הזמנתי פיליפנית לכוסית מרטיני כמה יהיה נחמד 

וכך התפרקתי לשיגרה חזרתי חלום של יום אחד 
בסוף שבוע באופן קבוע החבר'ה ניפגשים 

מסיבה עשינו כמה טוב בילנו ביום הרווקים 
לים הלכנו את הגוף פינקנו ביום הרווקים 
ממיסים שכחנו,דאגות השלכנו ביום הרווקים 
כך בסוף שבוע באופן קבוע ביום הרווקים.. 

על מה התאהבנו לאישה דאגנו דבר לא חסר 
אבל זה ידוע על סופי שבוע אני לא אוותר",דני שושן
"עופר לוי
",ליבי שלך,20/07/11,"בסוף שבוע באופן קבוע החברה ניפגשים 
זה כלל ידוע יש מצב רוח ביום הרווקים 
שולחן פתחנו וגם התענגנו חיים משוגעים 
הראש סבבה בלי אמא בלי אבא ביום הרווקים 
הזמנתי פיליפנית לכוסית מרטיני כמה יהיה נחמד 

וכך התפרקתי לשיגרה חזרתי חלום של יום אחד 
בסוף שבוע באופן קבוע החבר'ה ניפגשים 

מסיבה עשינו כמה טוב בילנו ביום הרווקים 
לים הלכנו את הגוף פינקנו ביום הרווקים 
ממיסים שכחנו,דאגות השלכנו ביום הרווקים 
כך בסוף שבוע באופן קבוע ביום הרווקים.. 

על מה התאהבנו לאישה דאגנו דבר לא חסר 
אבל זה ידוע על סופי שבוע אני לא",דני שושן
"עופר לוי
",לגי נא נערתי,09/07/11,"כל דבר עולה ביותר 
מחירים עולים כל בוקר 
המצב לא טוב 
המשכורת כבר נשחקת 
האישה בוכה צועקת 
מה יהיה הסוף 

לאישה אני אומר: עוד תראי שנסתדר 
תבטחי באלוהים הנותן לנו חיים 
תבטחי באלוהים הנותן לנו חיים 
תבטחי באלוהים הנותן לנו חיים 

בעיתון בטלויזיה 
המדינה כולה בקריזה 
וקשה לחיות 
כי הבטלה גוברת 
מריבות יש בצמרת 
ויש בעיות",מרים גרנות
"עופר לוי
",לב האומה,20/07/11,"כל דבר עולה ביותר 
מחירים עולים כל בוקר 
המצב לא טוב 
המשכורת כבר נשחקת 
האישה בוכה צועקת 
מה יהיה הסוף 

לאישה אני אומר: עוד תראי שנסתדר 
תבטחי באלוהים הנותן לנו חיים 
תבטחי באלוהים הנותן לנו חיים 
תבטחי באלוהים הנותן לנו חיים 

בעיתון בטלויזיה 
המדינה כולה בקריזה 
וקשה לחיות 
כי הבטלה גוברת 
מריבות יש בצמרת 
ויש בעיות",מרים גרנות
"עופר לוי
",לא תלעב בנר,29/06/11,"את כבשת את ליבי במבט אחד 
המגע שבשפתייך בלבל אותי כל כך 
את יודעת איך לנגוע לי בנשמה 
וזה לא סוד אני מוצא בך את האהבה 

נשבע לך אוהב כל מה שיש בך 
מוכן הכל לתת לך 
לתת לך מהלב 
נשבע לך את כל מה שיש לי 
אם תרצי אז יש בי יש בי אהבה 

את שינית את חיי 
ואת לילותי 
בשבילך הכל ירוחי 
את מאור עיני 
בעיניך את שולטת 
לי ברגשות 
תפני מקום בלב 
איתך רוצה לחיות",מוטי אוחיון
"עופר לוי
",לא לידי,09/07/11,"מנסה כל דרך להצליח מנסה כל דרך להשפיע 
מה אוכל לעשות להבטיח? מה אוכל לעשות את ליבה לכבוש 

כוש כוש כוש כוש ליבה לכבוש 
כוש כוש כוש כוש נישמתה לכבוש-לסובב לה את הראש 
מי יגיד לי מי יומר לי למה למה רע ומר לי 
והצער לא נגמר לי היא אצלי בראש 
כוש כוש כוש כוש... 

מסתובב בלילה ללא מנוח, את פניה איני יכול לשכוח 
נישמתי מפרפרת כאפרוח 
מה אוכל לעשות את ליבה לכבוש 

כוש כוש כוש כוש... 

בלילה ללא מנוח את פניה אינני יכול לשכוח 
נישמתי מפרפרת כאפרוח מה אוכל לעשות את ליבה לכבוש 
כוש כוש..את ליבה לכבוש..כוש כוש..נישמתי לכבוש",יוש גרנות
"עופר לוי
",לא יכול בלעדיך,20/07/11,"מנסה כל דרך להצליח מנסה כל דרך להשפיע 
מה אוכל לעשות להבטיח? מה אוכל לעשות את ליבה לכבוש 

כוש כוש כוש כוש ליבה לכבוש 
כוש כוש כוש כוש נישמתה לכבוש-לסובב לה את הראש 
מי יגיד לי מי יומר לי למה למה רע ומר לי 
והצער לא נגמר לי היא אצלי בראש 
כוש כוש כוש כוש... 

מסתובב בלילה ללא מנוח, את פניה איני יכול לשכוח 
נישמתי מפרפרת כאפרוח 
מה אוכל לעשות את ליבה לכבוש 

כוש כוש כוש כוש... 

בלילה ללא מנוח את פניה אינני יכול לשכוח 
נישמתי מפרפרת כאפרוח מה אוכל לעשות את ליבה לכבוש 
כוש כוש..את ליבה לכבוש..כוש כוש..נישמתי לכבוש",יוש גרנות
"עופר לוי
",לא יכול בלעדיה,28/07/11,"אהבה, אלוקי, 
כל אדם מחפש אהבה 
בית חם, קצת שלווה, 
בלי דמעה ובלי אכזבה. 

אלוקי, תן שלום, 
אימתי יתגשם החלום 
ויונה לבנה 
שתביא הבשורה עוד היום. 

אלוקי, נחמה, 
כל אדם מחפש נחמה 
לב אוהב, יד חמה 
זה עושה רק טוב לנשמה. 
אלוקיי, נחמה, 
כל אדם מחפש נחמה 
בית חם, יד חמה 
זה עושה רק טוב לנשמה. 

רק מילה, אלוקי 
כל אדם צריך רק מילה 
לחייך, להתנחם, 
אלוקים עלינו ירחם",דני שושן
"עופר לוי
",לא ידוע,09/07/11,"אהבה, אלוקי, 
כל אדם מחפש אהבה 
בית חם, קצת שלווה, 
בלי דמעה ובלי אכזבה. 

אלוקי, תן שלום, 
אימתי יתגשם החלום 
ויונה לבנה 
שתביא הבשורה עוד היום. 

אלוקי, נחמה, 
כל אדם מחפש נחמה 
לב אוהב, יד חמה 
זה עושה רק טוב לנשמה. 
אלוקיי, נחמה, 
כל אדם מחפש נחמה 
בית חם, יד חמה 
זה עושה רק טוב לנשמה. 

רק מילה, אלוקי 
כל אדם צריך רק מילה 
לחייך, להתנחם, 
אלוקים עלינו ירחם",דני שושן
"עופר לוי
",כתבתי לך,20/07/11,"אהבה, אלוקי, 
כל אדם מחפש אהבה 
בית חם, קצת שלווה, 
בלי דמעה ובלי אכזבה. 

אלוקי, תן שלום, 
אימתי יתגשם החלום 
ויונה לבנה 
שתביא הבשורה עוד היום. 

אלוקי, נחמה, 
כל אדם מחפש נחמה 
לב אוהב, יד חמה 
זה עושה רק טוב לנשמה. 
אלוקיי, נחמה, 
כל אדם מחפש נחמה 
בית חם, יד חמה 
זה עושה רק טוב לנשמה. 

רק מילה, אלוקי 
כל אדם צריך רק מילה 
לחייך, להתנחם, 
אלוקים עלינו ירחם",דני שושן
"עופר לוי
",כפתור ופרח,20/04/14,"בדרך לחופה הכל היה ברור
מצאת לך סתם סיבה לעשות סיפור
כמו רוח שלפני
מלחמה/כמו בן אדם חסר נשמה
כמה שנים איתך ואין יותר לאן
כמה שנים איתך
ואת כבר לא כאן

כמה חבל חבל חבל אין לי כוח די די די
לא מנסה אותך
לשכוח די די די
כמה את יכולה לשטות בי די די די
מה שלא יהיה אני ואת
זה לעולם

עכשיו אני מודה את לא אשמה
טעיתי שנתתי לך את הנשמה
כמו ילד משלם בתמימות
על אהבה שנועדה למות
קשה לי להבין אתמול היית ליד
הייתי לך הכל היום אני לבד",
"עופר לוי
",עם שלומי דהן,18/06/13,"בדרך לחופה הכל היה ברור
מצאת לך סתם סיבה לעשות סיפור
כמו רוח שלפני
מלחמה כמו בן אדם חסר נשמה
כמה שנים איתך ואין יותר לאן
כמה שנים איתך
ואת כבר לא כאן

כמה חבל חבל חבל אין לי כוח די די די
לא מנסה אותך
לשכוח די די די
כמה את יכולה לשטות בי די די די
מה שלא יהיה אני ואת
זה לעולם

עכשיו אני מודה את לא אשמה
טעיתי שנתתי לך את הנשמה
כמו ילד משלם בתמימות
על אהבה שנועדה למות
קשה לי להבין אתמול היית ליד
הייתי לך הכל היום אני לבד",יוסי גיספן ויוסי בן דוד
"עופר לוי
",כמה חבל,24/03/15,"מתוכי עולה המנגינה
ופי שירת הלל ושבח
רואה רחוק עד קצה עולם
תמונה ובה כולם
כפתור ופרח
עכשיו הלב הולם ונרגש
ומכין עצמו לימות משיח
מכין את הכלים
לקראת ימים גדולים
וזה לזה שלום נבטיח
ומתחזקת הרגשה
שהרכבת לא עוצרת
ובפנים אותה תחושה שאת כולנו מחברת
ולפני הכל כאן הבית הוא איתי חקוק בלב לנצח
איתי בכל מקום עד שיגיע היום שבו כולם כפתור ופרח

עוד מעט ימות הגאולה כאיש אחד ולב שמח
ימים של מחילה והקלה גדולה ואיש אל איש ליבו פותח
ומתחזקת הרגשה
שהרכבת לא עוצרת
ובפנים אותה תחושה שאת כולנו מחברת
ולפני הכל כאן הבית הוא איתי חקוק בלב לנצח
איתי בכל מקום עד שיגיע היום שבו כולם כפתור ופרח","עפר לוי , ירון בכר"
"עופר לוי
",כל אדם מחפש אהבה,29/06/11,"אמרת לי לנצח איתך 
נשבעת אהיה רק שלך 
כל יום שעובר לו אני 
לא מבין מה קרה לך איתי 
למה כך אמרי אהובה 
שתיקתך עולם מחריבה 
חלומי הלך לו איתך 
אנא חזרי בחזרה 

כתבתי לך אוהב אותך 
את שתי עיני ונשמתי נתתי לך 
מיום שעזבת אני אבוד 
בדרך לחיים הולך לי לאיבוד 
כתבתי לך אוהב אותך 

כוכב שוב מאיר את עיני 
כמו גשם מול שמש ענן 
כל יום לא צפוי כאן אצלי 
מבולבל לא מוצא את עצמי 
האביב שוב פורח איתך 
ואני כמו שלכת בסתיו 
מה נשאר לי שאין לי אותך 
אנא חזרי בחזרה 

כתבתי לך...",יוסי בן דוד
"עופר לוי
",כל אדם מחפש אהבה,09/07/11,"אדון אחד ושמו אחד 
נתן לנו עולם נפלא 
אדון אחד כה מיוחד 
חשתי, איני בדד 
רק הוא לבד נותן לי יד 

השוכן במרומים, הנותן רחמים 
מחכה לעולמים לבנים אהובים 
לשוכן במרומים נחזור בדמים 
נזר העמים, בנים אהובים 

ידענו, אב, ממך הטוב 
תמיד אותנו לא תעזוב 
ראה בנים שמתקרבים 
אומרים ""שמע באהבה"" 
להם תקשיב, גואל תחיש 

השוכן במרומים... 

מתקרבים ושווים 
לאלוקים 

השוכן במרומים, הנותן רחמים 
מחכה לעולמים שישובו הבנים 

השוכן במרומים, נותן רחמים 
מחכה לעולמים שישובו הבנים 
לשוכן במרומים",לא ידוע
"עופר לוי
",כל אדם מחפש אהבה,20/07/11,"כל הלילה לא ישנתי וחשבתי רק עליה 
כל הלילה רק דימיינתי את קולה ואת מראה 
עד הבוקר התייסרתי ועכשיו אני יודע 
שלנצח אוהבנה לא יכול עוד בלעדיה 

אנא אהובה תתני לי 
סודותייך נא גלי גלי 
אהביני והביני 
לא יכול עוד בלעדייך 
אהביני אטעימיני 
והדבש שבשפתייך 

כל הלילה לא ישנתי וחשבתי רק עלייך 
כל הלילה רק דימיינתי את קולך ואת פנייך 
כל הלילה רק טיילתי וחשבתי אודותיה 
וסברתי והרגשתי שאני מתגעגע 
עד הבוקר התיסרתי ועכשיו אני יודע 
שלנצח אוהבנה לא יכול עוד בלעדיה",מרים גרנות
